per_enum_index_show,lte-rrc_UL_DCCH_Message_element_pos,per_extension_bit_showname,per_extension_present_bit_showname,lte-rrc_dedicatedInfoType_size,lte-rrc_UL_DCCH_Message_element_size,per_extension_bit_pos,lte-rrc_c1_showname,lte-rrc_rrc_TransactionIdentifier_value,lte-rrc_c1_show,lte-rrc_ulInformationTransfer_r8_element_size,lte-rrc_criticalExtensions_showname,lte-rrc_selectedPLMN_Identity_value,lte-rrc_phich_Duration_value,lte-rrc_rrc_TransactionIdentifier_pos,per_octet_string_length_show,per_sequence_of_length_pos,lte-rrc_ueCapabilityEnquiry_element_pos,per_enum_index_value,per_octet_string_length_showname,per_enum_index_showname,lte-rrc_DL_DCCH_Message_element_size,lte-rrc_dedicatedInfoNASList_value,lte-rrc_establishmentCause_value,lte-rrc_dedicatedInfoNAS_pos,lte-rrc_drb_ToAddModList_pos,lte-rrc_cellIdentity_pos,lte-rrc_criticalExtensions_value,per_octet_string_length_name,lte-rrc_cellIdentity_showname,per_choice_index_pos,per_sequence_of_length_value,per_enum_index_name,per_choice_index_value,lte-rrc_dedicatedInfoType_value,per_octet_string_length_value,lte-rrc_c1_size,lte-rrc_cqi_ReportConfig_element_pos,lte-rrc_systemInformationBlockType1_element_showname,lte-rrc_dedicatedInfoNAS_show,label
0.0,48.0,1.0,0.0,14.0,14.0,41.0,10.0,30.0,6.0,12.0,0.0,0.0,61.0,40.0,21.0,43.0,42.0,0.0,12.0,0.0,2.0,32.0,19.0,47.0,118.0,34.0,229.0,1.0,2.0,40.0,9.0,0.0,8.0,184.0,9.0,2.0,56.0,1.0,264.0,0
3.0,50.0,4.0,2.0,14.0,1.0,45.0,11.0,28.0,5.0,12.0,4.0,0.0,61.0,50.0,21.0,43.0,42.0,27.0,12.0,5.0,5.0,32.0,19.0,47.0,118.0,34.0,228.0,1.0,2.0,50.0,9.0,1.0,5.0,184.0,9.0,1.0,56.0,1.0,264.0,0
3.0,48.0,4.0,2.0,14.0,14.0,45.0,14.0,38.0,7.0,12.0,0.0,0.0,61.0,44.0,21.0,45.0,44.0,27.0,12.0,5.0,2.0,32.0,19.0,47.0,118.0,34.0,230.0,1.0,2.0,44.0,0.0,1.0,10.0,184.0,9.0,2.0,56.0,1.0,264.0,0
3.0,48.0,4.0,2.0,14.0,14.0,45.0,15.0,38.0,7.0,12.0,0.0,0.0,61.0,48.0,21.0,49.0,42.0,27.0,12.0,5.0,5.0,32.0,19.0,47.0,118.0,34.0,231.0,1.0,2.0,48.0,1.0,1.0,10.0,184.0,9.0,14.0,56.0,1.0,264.0,0
4.0,48.0,3.0,2.0,14.0,14.0,42.0,2.0,20.0,4.0,12.0,0.0,0.0,61.0,40.0,21.0,43.0,42.0,15.0,12.0,4.0,100.0,25.0,19.0,47.0,118.0,34.0,221.0,1.0,2.0,40.0,7.0,0.0,3.0,184.0,9.0,100.0,133.0,1.0,264.0,0
3.0,61.0,4.0,2.0,14.0,15.0,45.0,18.0,28.0,9.0,14.0,0.0,0.0,61.0,40.0,13.0,43.0,42.0,27.0,1.0,5.0,5.0,32.0,19.0,62.0,118.0,34.0,300.0,0.0,2.0,61.0,9.0,1.0,14.0,149.0,4.0,15.0,56.0,1.0,194.0,0
3.0,48.0,4.0,2.0,39.0,14.0,45.0,0.0,8.0,1.0,12.0,0.0,0.0,61.0,40.0,38.0,43.0,42.0,27.0,11.0,5.0,40.0,32.0,19.0,41.0,118.0,34.0,100.0,0.0,2.0,40.0,9.0,1.0,2.0,95.0,4.0,40.0,56.0,1.0,193.0,0
1.0,48.0,4.0,2.0,14.0,14.0,45.0,6.0,28.0,5.0,12.0,0.0,0.0,61.0,40.0,21.0,43.0,42.0,1.0,12.0,1.0,1.0,32.0,19.0,47.0,118.0,34.0,228.0,1.0,2.0,40.0,9.0,0.0,5.0,184.0,9.0,1.0,56.0,1.0,264.0,0
4.0,48.0,4.0,2.0,14.0,14.0,45.0,7.0,28.0,1.0,12.0,3.0,0.0,61.0,40.0,21.0,43.0,42.0,9.0,12.0,4.0,5.0,32.0,5.0,47.0,118.0,34.0,235.0,1.0,2.0,35.0,9.0,0.0,12.0,184.0,9.0,6.0,56.0,1.0,264.0,1
3.0,48.0,2.0,2.0,14.0,14.0,45.0,8.0,60.0,3.0,12.0,0.0,0.0,61.0,44.0,21.0,46.0,42.0,6.0,12.0,3.0,5.0,32.0,19.0,47.0,118.0,34.0,338.0,1.0,2.0,44.0,8.0,0.0,21.0,184.0,9.0,19.0,56.0,1.0,264.0,1
3.0,46.0,4.0,2.0,14.0,30.0,45.0,9.0,20.0,4.0,12.0,0.0,0.0,61.0,46.0,28.0,43.0,42.0,27.0,7.0,5.0,5.0,32.0,19.0,47.0,118.0,34.0,142.0,0.0,2.0,46.0,9.0,1.0,3.0,184.0,0.0,30.0,56.0,1.0,146.0,1
1.0,48.0,4.0,2.0,14.0,14.0,45.0,6.0,28.0,5.0,12.0,0.0,0.0,61.0,40.0,21.0,43.0,42.0,1.0,12.0,1.0,1.0,32.0,19.0,47.0,118.0,34.0,228.0,1.0,2.0,40.0,9.0,0.0,5.0,184.0,9.0,1.0,56.0,1.0,264.0,1
3.0,48.0,4.0,2.0,14.0,14.0,45.0,19.0,28.0,4.0,12.0,6.0,0.0,62.0,40.0,21.0,43.0,42.0,12.0,12.0,3.0,5.0,32.0,19.0,47.0,118.0,34.0,339.0,1.0,2.0,40.0,9.0,0.0,34.0,184.0,9.0,14.0,56.0,1.0,264.0,1
1.0,48.0,4.0,2.0,14.0,14.0,45.0,13.0,28.0,1.0,12.0,6.0,0.0,61.0,40.0,21.0,34.0,42.0,4.0,12.0,1.0,5.0,32.0,19.0,47.0,118.0,34.0,339.0,1.0,1.0,34.0,2.0,0.0,12.0,184.0,9.0,14.0,56.0,0.0,264.0,1
3.0,48.0,4.0,2.0,14.0,14.0,45.0,12.0,28.0,0.0,12.0,5.0,0.0,61.0,40.0,21.0,34.0,42.0,27.0,12.0,5.0,5.0,32.0,19.0,47.0,118.0,34.0,5.0,1.0,2.0,34.0,0.0,1.0,1.0,184.0,9.0,32.0,56.0,1.0,264.0,1
4.0,48.0,4.0,2.0,14.0,14.0,45.0,7.0,28.0,1.0,12.0,3.0,0.0,61.0,40.0,21.0,43.0,42.0,9.0,12.0,4.0,5.0,32.0,5.0,47.0,118.0,34.0,235.0,1.0,2.0,35.0,9.0,0.0,12.0,184.0,9.0,6.0,56.0,1.0,264.0,1
3.0,48.0,2.0,2.0,14.0,14.0,45.0,8.0,60.0,3.0,12.0,0.0,0.0,61.0,44.0,21.0,46.0,42.0,6.0,12.0,3.0,5.0,32.0,19.0,47.0,118.0,34.0,338.0,1.0,2.0,44.0,8.0,0.0,21.0,184.0,9.0,19.0,56.0,1.0,264.0,1
3.0,46.0,4.0,2.0,14.0,34.0,45.0,9.0,20.0,4.0,12.0,0.0,0.0,61.0,46.0,32.0,43.0,42.0,27.0,9.0,5.0,5.0,32.0,19.0,47.0,118.0,34.0,151.0,0.0,2.0,46.0,9.0,1.0,3.0,184.0,0.0,34.0,56.0,1.0,88.0,1
3.0,48.0,4.0,2.0,4.0,14.0,45.0,0.0,8.0,1.0,12.0,0.0,0.0,61.0,40.0,3.0,43.0,42.0,27.0,8.0,5.0,5.0,32.0,19.0,41.0,118.0,34.0,7.0,0.0,2.0,40.0,9.0,1.0,2.0,1.0,0.0,5.0,56.0,1.0,74.0,1
3.0,48.0,4.0,2.0,12.0,13.0,45.0,18.0,28.0,9.0,12.0,0.0,0.0,61.0,40.0,11.0,43.0,42.0,27.0,0.0,5.0,5.0,32.0,19.0,49.0,118.0,34.0,281.0,0.0,2.0,48.0,9.0,1.0,14.0,130.0,4.0,13.0,56.0,1.0,75.0,1
3.0,48.0,4.0,2.0,37.0,14.0,45.0,0.0,8.0,1.0,12.0,0.0,0.0,61.0,40.0,36.0,43.0,42.0,27.0,10.0,5.0,38.0,32.0,19.0,41.0,118.0,34.0,69.0,0.0,2.0,40.0,9.0,1.0,2.0,64.0,4.0,38.0,56.0,1.0,40.0,1
3.0,50.0,4.0,2.0,4.0,5.0,45.0,18.0,28.0,9.0,4.0,0.0,0.0,61.0,40.0,3.0,43.0,42.0,27.0,8.0,5.0,5.0,32.0,19.0,51.0,118.0,34.0,259.0,0.0,2.0,50.0,9.0,1.0,14.0,2.0,0.0,5.0,56.0,1.0,76.0,1
1.0,48.0,4.0,2.0,14.0,14.0,45.0,6.0,28.0,5.0,12.0,0.0,0.0,61.0,40.0,21.0,43.0,42.0,1.0,12.0,1.0,1.0,32.0,19.0,47.0,118.0,34.0,228.0,1.0,2.0,40.0,9.0,0.0,5.0,184.0,9.0,1.0,56.0,1.0,264.0,1
3.0,48.0,4.0,2.0,14.0,14.0,45.0,19.0,28.0,4.0,12.0,6.0,0.0,60.0,40.0,21.0,43.0,42.0,10.0,12.0,3.0,5.0,32.0,19.0,47.0,118.0,34.0,339.0,1.0,2.0,40.0,9.0,0.0,34.0,184.0,9.0,14.0,56.0,1.0,264.0,1
1.0,48.0,4.0,2.0,14.0,14.0,45.0,13.0,28.0,1.0,12.0,6.0,0.0,61.0,40.0,21.0,34.0,42.0,4.0,12.0,1.0,5.0,32.0,19.0,47.0,118.0,34.0,339.0,1.0,1.0,34.0,2.0,0.0,12.0,184.0,9.0,14.0,56.0,0.0,264.0,1
3.0,48.0,4.0,2.0,14.0,14.0,45.0,12.0,28.0,0.0,12.0,5.0,0.0,61.0,40.0,21.0,34.0,42.0,27.0,12.0,5.0,5.0,32.0,19.0,47.0,118.0,34.0,5.0,1.0,2.0,34.0,0.0,1.0,1.0,184.0,9.0,32.0,56.0,1.0,264.0,1
4.0,48.0,4.0,2.0,14.0,14.0,45.0,7.0,28.0,1.0,12.0,3.0,0.0,61.0,40.0,21.0,43.0,42.0,9.0,12.0,4.0,5.0,32.0,5.0,47.0,118.0,34.0,235.0,1.0,2.0,35.0,9.0,0.0,12.0,184.0,9.0,6.0,56.0,1.0,264.0,1
3.0,48.0,2.0,2.0,14.0,14.0,45.0,8.0,60.0,3.0,12.0,0.0,0.0,61.0,44.0,21.0,46.0,42.0,6.0,12.0,3.0,5.0,32.0,19.0,47.0,118.0,34.0,338.0,1.0,2.0,44.0,8.0,0.0,21.0,184.0,9.0,19.0,56.0,1.0,264.0,1
3.0,46.0,4.0,2.0,14.0,34.0,45.0,9.0,20.0,4.0,12.0,0.0,0.0,61.0,46.0,32.0,43.0,42.0,27.0,9.0,5.0,5.0,32.0,19.0,47.0,118.0,34.0,152.0,0.0,2.0,46.0,9.0,1.0,3.0,184.0,0.0,34.0,56.0,1.0,93.0,1
3.0,48.0,4.0,2.0,4.0,14.0,45.0,0.0,8.0,1.0,12.0,0.0,0.0,61.0,40.0,3.0,43.0,42.0,27.0,8.0,5.0,5.0,32.0,19.0,41.0,118.0,34.0,7.0,0.0,2.0,40.0,9.0,1.0,2.0,1.0,0.0,5.0,56.0,1.0,74.0,1
3.0,48.0,4.0,2.0,12.0,13.0,45.0,18.0,28.0,9.0,12.0,0.0,0.0,61.0,40.0,11.0,43.0,42.0,27.0,0.0,5.0,5.0,32.0,19.0,49.0,118.0,34.0,281.0,0.0,2.0,48.0,9.0,1.0,14.0,130.0,4.0,13.0,56.0,1.0,75.0,1
3.0,48.0,4.0,2.0,37.0,14.0,45.0,0.0,8.0,1.0,12.0,0.0,0.0,61.0,40.0,36.0,43.0,42.0,27.0,10.0,5.0,38.0,32.0,19.0,41.0,118.0,34.0,49.0,0.0,2.0,40.0,9.0,1.0,2.0,44.0,4.0,38.0,56.0,1.0,20.0,1
3.0,50.0,4.0,2.0,4.0,5.0,45.0,18.0,28.0,9.0,4.0,0.0,0.0,61.0,40.0,3.0,43.0,42.0,27.0,8.0,5.0,5.0,32.0,19.0,51.0,118.0,34.0,259.0,0.0,2.0,50.0,9.0,1.0,14.0,2.0,0.0,5.0,56.0,1.0,76.0,1
1.0,48.0,4.0,2.0,14.0,14.0,45.0,6.0,28.0,5.0,12.0,0.0,0.0,61.0,40.0,21.0,43.0,42.0,1.0,12.0,1.0,1.0,32.0,19.0,47.0,118.0,34.0,228.0,1.0,2.0,40.0,9.0,0.0,5.0,184.0,9.0,1.0,56.0,1.0,264.0,1
3.0,48.0,4.0,2.0,14.0,14.0,45.0,19.0,28.0,4.0,12.0,6.0,0.0,62.0,40.0,21.0,43.0,42.0,12.0,12.0,3.0,5.0,32.0,19.0,47.0,118.0,34.0,339.0,1.0,2.0,40.0,9.0,0.0,34.0,184.0,9.0,14.0,56.0,1.0,264.0,1
1.0,48.0,4.0,2.0,14.0,14.0,45.0,13.0,28.0,1.0,12.0,6.0,0.0,61.0,40.0,21.0,34.0,42.0,4.0,12.0,1.0,5.0,32.0,19.0,47.0,118.0,34.0,339.0,1.0,1.0,34.0,2.0,0.0,12.0,184.0,9.0,14.0,56.0,0.0,264.0,1
3.0,48.0,4.0,2.0,14.0,14.0,45.0,12.0,28.0,0.0,12.0,5.0,0.0,61.0,40.0,21.0,34.0,42.0,27.0,12.0,5.0,5.0,32.0,19.0,47.0,118.0,34.0,5.0,1.0,2.0,34.0,0.0,1.0,1.0,184.0,9.0,32.0,56.0,1.0,264.0,1
4.0,48.0,4.0,2.0,14.0,14.0,45.0,7.0,28.0,1.0,12.0,3.0,0.0,61.0,40.0,21.0,43.0,42.0,9.0,12.0,4.0,5.0,32.0,5.0,47.0,118.0,34.0,235.0,1.0,2.0,35.0,9.0,0.0,12.0,184.0,9.0,6.0,56.0,1.0,264.0,1
3.0,48.0,2.0,2.0,14.0,14.0,45.0,8.0,60.0,3.0,12.0,0.0,0.0,61.0,44.0,21.0,46.0,42.0,6.0,12.0,3.0,5.0,32.0,19.0,47.0,118.0,34.0,338.0,1.0,2.0,44.0,8.0,0.0,21.0,184.0,9.0,19.0,56.0,1.0,264.0,1
3.0,46.0,4.0,2.0,14.0,34.0,45.0,9.0,20.0,4.0,12.0,0.0,0.0,61.0,46.0,32.0,43.0,42.0,27.0,9.0,5.0,5.0,32.0,19.0,47.0,118.0,34.0,150.0,0.0,2.0,46.0,9.0,1.0,3.0,184.0,0.0,34.0,56.0,1.0,87.0,1
3.0,48.0,4.0,2.0,4.0,14.0,45.0,0.0,8.0,1.0,12.0,0.0,0.0,61.0,40.0,3.0,43.0,42.0,27.0,8.0,5.0,5.0,32.0,19.0,41.0,118.0,34.0,7.0,0.0,2.0,40.0,9.0,1.0,2.0,1.0,0.0,5.0,56.0,1.0,74.0,1
3.0,48.0,4.0,2.0,12.0,13.0,45.0,18.0,28.0,9.0,12.0,0.0,0.0,61.0,40.0,11.0,43.0,42.0,27.0,0.0,5.0,5.0,32.0,19.0,49.0,118.0,34.0,281.0,0.0,2.0,48.0,9.0,1.0,14.0,130.0,4.0,13.0,56.0,1.0,75.0,1
3.0,48.0,4.0,2.0,37.0,14.0,45.0,0.0,8.0,1.0,12.0,0.0,0.0,61.0,40.0,36.0,43.0,42.0,27.0,10.0,5.0,38.0,32.0,19.0,41.0,118.0,34.0,44.0,0.0,2.0,40.0,9.0,1.0,2.0,39.0,4.0,38.0,56.0,1.0,15.0,1
3.0,50.0,4.0,2.0,4.0,5.0,45.0,18.0,28.0,9.0,4.0,0.0,0.0,61.0,40.0,3.0,43.0,42.0,27.0,8.0,5.0,5.0,32.0,19.0,51.0,118.0,34.0,259.0,0.0,2.0,50.0,9.0,1.0,14.0,2.0,0.0,5.0,56.0,1.0,76.0,1
1.0,48.0,4.0,2.0,14.0,14.0,45.0,6.0,28.0,5.0,12.0,0.0,0.0,61.0,40.0,21.0,43.0,42.0,1.0,12.0,1.0,1.0,32.0,19.0,47.0,118.0,34.0,228.0,1.0,2.0,40.0,9.0,0.0,5.0,184.0,9.0,1.0,56.0,1.0,264.0,1
3.0,48.0,4.0,2.0,14.0,14.0,45.0,19.0,28.0,4.0,12.0,6.0,0.0,60.0,40.0,21.0,43.0,42.0,10.0,12.0,3.0,5.0,32.0,19.0,47.0,118.0,34.0,339.0,1.0,2.0,40.0,9.0,0.0,34.0,184.0,9.0,14.0,56.0,1.0,264.0,1
1.0,48.0,4.0,2.0,14.0,14.0,45.0,13.0,28.0,1.0,12.0,6.0,0.0,61.0,40.0,21.0,34.0,42.0,4.0,12.0,1.0,5.0,32.0,19.0,47.0,118.0,34.0,339.0,1.0,1.0,34.0,2.0,0.0,12.0,184.0,9.0,14.0,56.0,0.0,264.0,1
3.0,48.0,4.0,2.0,14.0,14.0,45.0,12.0,28.0,0.0,12.0,5.0,0.0,61.0,40.0,21.0,34.0,42.0,27.0,12.0,5.0,5.0,32.0,19.0,47.0,118.0,34.0,5.0,1.0,2.0,34.0,0.0,1.0,1.0,184.0,9.0,32.0,56.0,1.0,264.0,1
4.0,48.0,4.0,2.0,14.0,14.0,45.0,7.0,28.0,1.0,12.0,3.0,0.0,61.0,40.0,21.0,43.0,42.0,9.0,12.0,4.0,5.0,32.0,5.0,47.0,118.0,34.0,235.0,1.0,2.0,35.0,9.0,0.0,12.0,184.0,9.0,6.0,56.0,1.0,264.0,1
3.0,48.0,2.0,2.0,14.0,14.0,45.0,8.0,60.0,3.0,12.0,0.0,0.0,61.0,44.0,21.0,46.0,42.0,6.0,12.0,3.0,5.0,32.0,19.0,47.0,118.0,34.0,338.0,1.0,2.0,44.0,8.0,0.0,21.0,184.0,9.0,19.0,56.0,1.0,264.0,1
3.0,46.0,4.0,2.0,14.0,34.0,45.0,9.0,20.0,4.0,12.0,0.0,0.0,61.0,46.0,32.0,43.0,42.0,27.0,9.0,5.0,5.0,32.0,19.0,47.0,118.0,34.0,182.0,0.0,2.0,46.0,9.0,1.0,3.0,184.0,0.0,34.0,56.0,1.0,148.0,1
3.0,48.0,4.0,2.0,4.0,14.0,45.0,0.0,8.0,1.0,12.0,0.0,0.0,61.0,40.0,3.0,43.0,42.0,27.0,8.0,5.0,5.0,32.0,19.0,41.0,118.0,34.0,7.0,0.0,2.0,40.0,9.0,1.0,2.0,1.0,0.0,5.0,56.0,1.0,74.0,1
3.0,48.0,4.0,2.0,12.0,13.0,45.0,18.0,28.0,9.0,12.0,0.0,0.0,61.0,40.0,11.0,43.0,42.0,27.0,0.0,5.0,5.0,32.0,19.0,49.0,118.0,34.0,281.0,0.0,2.0,48.0,9.0,1.0,14.0,130.0,4.0,13.0,56.0,1.0,75.0,1
3.0,48.0,4.0,2.0,37.0,14.0,45.0,0.0,8.0,1.0,12.0,0.0,0.0,61.0,40.0,36.0,43.0,42.0,27.0,10.0,5.0,38.0,32.0,19.0,41.0,118.0,34.0,47.0,0.0,2.0,40.0,9.0,1.0,2.0,42.0,4.0,38.0,56.0,1.0,18.0,1
3.0,50.0,4.0,2.0,4.0,5.0,45.0,18.0,28.0,9.0,4.0,0.0,0.0,61.0,40.0,3.0,43.0,42.0,27.0,8.0,5.0,5.0,32.0,19.0,51.0,118.0,34.0,259.0,0.0,2.0,50.0,9.0,1.0,14.0,2.0,0.0,5.0,56.0,1.0,76.0,1
1.0,48.0,4.0,2.0,14.0,14.0,45.0,6.0,28.0,5.0,12.0,0.0,0.0,61.0,40.0,21.0,43.0,42.0,1.0,12.0,1.0,1.0,32.0,19.0,47.0,118.0,34.0,228.0,1.0,2.0,40.0,9.0,0.0,5.0,184.0,9.0,1.0,56.0,1.0,264.0,1
3.0,48.0,4.0,2.0,14.0,14.0,45.0,1.0,28.0,0.0,12.0,6.0,0.0,61.0,40.0,21.0,43.0,42.0,27.0,12.0,5.0,5.0,32.0,19.0,47.0,118.0,34.0,339.0,1.0,2.0,34.0,9.0,1.0,2.0,184.0,9.0,1.0,56.0,1.0,264.0,0
3.0,48.0,4.0,2.0,14.0,14.0,45.0,1.0,28.0,0.0,12.0,6.0,0.0,61.0,40.0,21.0,34.0,42.0,27.0,12.0,5.0,5.0,32.0,19.0,47.0,118.0,34.0,339.0,1.0,2.0,34.0,5.0,1.0,20.0,184.0,9.0,0.0,56.0,1.0,264.0,0
3.0,48.0,4.0,2.0,14.0,14.0,45.0,19.0,28.0,4.0,12.0,6.0,0.0,61.0,40.0,21.0,43.0,42.0,27.0,12.0,5.0,5.0,32.0,19.0,47.0,118.0,34.0,339.0,1.0,2.0,34.0,9.0,1.0,32.0,184.0,9.0,14.0,56.0,1.0,264.0,0
3.0,48.0,4.0,2.0,14.0,14.0,45.0,19.0,28.0,4.0,12.0,6.0,0.0,61.0,40.0,21.0,43.0,42.0,27.0,12.0,5.0,5.0,32.0,19.0,47.0,118.0,34.0,339.0,1.0,2.0,34.0,9.0,1.0,31.0,184.0,9.0,14.0,56.0,1.0,264.0,0
3.0,48.0,4.0,2.0,14.0,14.0,45.0,19.0,28.0,4.0,12.0,6.0,0.0,63.0,40.0,21.0,43.0,42.0,13.0,12.0,3.0,5.0,32.0,19.0,47.0,118.0,34.0,339.0,1.0,2.0,40.0,9.0,0.0,34.0,184.0,9.0,14.0,56.0,1.0,264.0,0
1.0,48.0,4.0,2.0,14.0,14.0,45.0,13.0,28.0,1.0,12.0,6.0,0.0,61.0,40.0,21.0,34.0,42.0,4.0,12.0,1.0,5.0,32.0,19.0,47.0,118.0,34.0,339.0,1.0,0.0,34.0,2.0,0.0,12.0,184.0,9.0,14.0,56.0,0.0,264.0,0
3.0,48.0,4.0,2.0,14.0,14.0,45.0,12.0,28.0,0.0,12.0,5.0,0.0,61.0,40.0,21.0,34.0,42.0,27.0,12.0,5.0,5.0,32.0,19.0,47.0,118.0,34.0,5.0,1.0,2.0,34.0,0.0,1.0,1.0,184.0,9.0,32.0,56.0,1.0,264.0,0
4.0,48.0,4.0,2.0,14.0,14.0,45.0,7.0,28.0,1.0,12.0,3.0,0.0,61.0,40.0,21.0,43.0,42.0,9.0,12.0,4.0,5.0,32.0,5.0,47.0,118.0,34.0,235.0,1.0,2.0,35.0,9.0,0.0,12.0,184.0,9.0,6.0,56.0,1.0,264.0,0
3.0,48.0,2.0,2.0,14.0,14.0,45.0,8.0,60.0,3.0,12.0,0.0,0.0,61.0,44.0,21.0,46.0,42.0,6.0,12.0,3.0,5.0,32.0,19.0,47.0,118.0,34.0,338.0,1.0,2.0,44.0,8.0,0.0,21.0,184.0,9.0,19.0,56.0,1.0,264.0,0
3.0,46.0,4.0,2.0,14.0,23.0,45.0,9.0,20.0,4.0,12.0,0.0,0.0,61.0,46.0,21.0,43.0,42.0,27.0,4.0,5.0,5.0,32.0,19.0,47.0,118.0,34.0,115.0,0.0,2.0,46.0,9.0,1.0,3.0,184.0,0.0,23.0,56.0,1.0,0.0,0
3.0,48.0,4.0,2.0,37.0,14.0,45.0,0.0,8.0,1.0,12.0,0.0,0.0,61.0,40.0,36.0,43.0,42.0,27.0,10.0,5.0,38.0,32.0,19.0,41.0,118.0,34.0,40.0,0.0,2.0,40.0,9.0,1.0,2.0,35.0,4.0,38.0,56.0,1.0,11.0,0
3.0,48.0,4.0,2.0,12.0,13.0,45.0,18.0,28.0,9.0,12.0,0.0,0.0,61.0,40.0,11.0,43.0,42.0,27.0,0.0,5.0,5.0,32.0,19.0,49.0,118.0,34.0,262.0,0.0,2.0,48.0,9.0,1.0,14.0,111.0,4.0,13.0,56.0,1.0,55.0,0
3.0,48.0,4.0,2.0,25.0,14.0,45.0,0.0,8.0,1.0,12.0,0.0,0.0,61.0,40.0,24.0,43.0,42.0,27.0,5.0,5.0,26.0,32.0,19.0,41.0,118.0,34.0,11.0,0.0,2.0,40.0,9.0,1.0,2.0,6.0,0.0,26.0,56.0,1.0,225.0,0
3.0,50.0,4.0,2.0,20.0,21.0,45.0,18.0,28.0,9.0,20.0,0.0,0.0,61.0,40.0,19.0,43.0,42.0,27.0,2.0,5.0,5.0,32.0,19.0,51.0,118.0,34.0,332.0,0.0,2.0,50.0,9.0,1.0,14.0,181.0,7.0,21.0,56.0,1.0,261.0,0
0.0,48.0,1.0,0.0,14.0,14.0,41.0,10.0,30.0,6.0,12.0,0.0,0.0,61.0,40.0,21.0,43.0,42.0,0.0,12.0,0.0,2.0,32.0,19.0,47.0,118.0,34.0,229.0,1.0,2.0,40.0,9.0,0.0,8.0,184.0,9.0,2.0,56.0,1.0,264.0,0
3.0,48.0,4.0,2.0,14.0,1.0,45.0,11.0,28.0,5.0,12.0,4.0,0.0,61.0,48.0,21.0,43.0,42.0,27.0,12.0,5.0,5.0,32.0,19.0,47.0,118.0,34.0,228.0,1.0,2.0,48.0,9.0,1.0,5.0,184.0,9.0,1.0,56.0,1.0,264.0,0
3.0,48.0,4.0,2.0,14.0,14.0,45.0,14.0,38.0,7.0,12.0,0.0,0.0,61.0,44.0,21.0,45.0,44.0,27.0,12.0,5.0,2.0,32.0,19.0,47.0,118.0,34.0,230.0,1.0,2.0,44.0,0.0,1.0,10.0,184.0,9.0,2.0,56.0,1.0,264.0,0
3.0,50.0,4.0,2.0,14.0,14.0,45.0,15.0,38.0,7.0,12.0,0.0,0.0,61.0,50.0,21.0,51.0,42.0,27.0,12.0,5.0,5.0,32.0,19.0,47.0,118.0,34.0,231.0,1.0,2.0,50.0,1.0,1.0,10.0,184.0,9.0,14.0,56.0,1.0,264.0,0
4.0,48.0,3.0,2.0,14.0,14.0,42.0,2.0,20.0,4.0,12.0,0.0,0.0,61.0,40.0,21.0,43.0,42.0,15.0,12.0,4.0,100.0,26.0,19.0,47.0,118.0,34.0,222.0,1.0,2.0,40.0,7.0,0.0,3.0,184.0,9.0,100.0,133.0,1.0,264.0,0
3.0,61.0,4.0,2.0,14.0,15.0,45.0,18.0,28.0,9.0,14.0,0.0,0.0,61.0,40.0,13.0,43.0,42.0,27.0,1.0,5.0,5.0,32.0,19.0,62.0,118.0,34.0,295.0,0.0,2.0,61.0,9.0,1.0,14.0,144.0,4.0,15.0,56.0,1.0,184.0,0
3.0,48.0,4.0,2.0,39.0,14.0,45.0,0.0,8.0,1.0,12.0,0.0,0.0,61.0,40.0,38.0,43.0,42.0,27.0,11.0,5.0,40.0,32.0,19.0,41.0,118.0,34.0,104.0,0.0,2.0,40.0,9.0,1.0,2.0,99.0,4.0,40.0,56.0,1.0,199.0,0
1.0,48.0,4.0,2.0,14.0,14.0,45.0,6.0,28.0,5.0,12.0,0.0,0.0,61.0,40.0,21.0,43.0,42.0,1.0,12.0,1.0,1.0,32.0,19.0,47.0,118.0,34.0,228.0,1.0,2.0,40.0,9.0,0.0,5.0,184.0,9.0,1.0,56.0,1.0,264.0,0
3.0,48.0,4.0,2.0,14.0,14.0,45.0,7.0,28.0,1.0,12.0,3.0,0.0,61.0,40.0,21.0,43.0,42.0,16.0,12.0,3.0,5.0,32.0,8.0,47.0,118.0,34.0,248.0,1.0,2.0,35.0,9.0,0.0,12.0,184.0,9.0,6.0,56.0,1.0,264.0,0
3.0,48.0,2.0,2.0,14.0,14.0,45.0,8.0,60.0,3.0,12.0,0.0,0.0,61.0,44.0,21.0,46.0,42.0,6.0,12.0,3.0,5.0,32.0,19.0,47.0,118.0,34.0,338.0,1.0,2.0,44.0,8.0,0.0,21.0,184.0,9.0,19.0,56.0,1.0,264.0,0
3.0,46.0,4.0,2.0,14.0,23.0,45.0,9.0,20.0,4.0,12.0,0.0,0.0,61.0,46.0,21.0,43.0,42.0,27.0,4.0,5.0,5.0,32.0,19.0,47.0,118.0,34.0,119.0,0.0,2.0,46.0,9.0,1.0,3.0,184.0,0.0,23.0,56.0,1.0,106.0,0
1.0,48.0,4.0,2.0,14.0,14.0,45.0,6.0,28.0,5.0,12.0,0.0,0.0,61.0,40.0,21.0,43.0,42.0,1.0,12.0,1.0,1.0,32.0,19.0,47.0,118.0,34.0,228.0,1.0,2.0,40.0,9.0,0.0,5.0,184.0,9.0,1.0,56.0,1.0,264.0,0
