nested_field2_size,nas_eps_seq_no_value,nas_eps_emm_esm_msg_cont_value,nas_eps_emm_imeisv_req_unmaskedvalue,gsm_a_dtap_time_zone_time_value,gsm_a_dtap_rand_value,nas_eps_msg_auth_code_show,nested_field4_value,gsm_a_dtap_time_zone_time_show,gsm_a_common_elem_id_unmaskedvalue,nested_field3_value,nested_field1_size,nested_field4_show,nas_eps_emm_elem_id_show,nas_eps_spare_bits_value,nested_field5_show,gsm_a_dtap_autn_show,nas_eps_nas_msg_emm_type_show,3gpp_tmsi_value,nested_field2_value,nas_eps_emm_hash_mme_value,nested_field1_show,gsm_a_len_show,nested_field4_size,nas_eps_emm_odd_even_unmaskedvalue,nas_eps_seq_no_show,gsm_a_dtap_text_string_show,nested_field5_size,nas_eps_emm_m_tmsi_show,nested_field1_value,nas_eps_security_header_type_unmaskedvalue,nested_field2_show,e212_tai_mnc_value,nas_eps_emm_res_show,label
7.0,17.0,57.0,1.0,327020325730.5,244.0,0.0,121.0,104.0,3.0,162.0,12.0,6.0,4.0,1.0,3.0,244.0,69.0,0.0,253.0,44.0,3.0,11.0,3.0,1.0,2.0,1.0,1.0,3221225490.0,85.0,17.0,7.0,1.0,71.0,0
3.0,19.0,0.0,1.0,327020325730.5,244.0,266.0,119.0,104.0,0.0,0.0,12.0,5.0,4.0,1.0,2.0,244.0,65.0,0.0,0.0,44.0,3.0,11.0,1.0,1.0,3.0,1.0,1.0,3221225490.0,85.0,17.0,5.0,1.0,71.0,0
7.0,19.0,11.0,1.0,327020325730.5,244.0,299.0,117.0,104.0,3.0,10.0,1.0,2.0,3.0,1.0,3.0,244.0,66.0,72.0,4.0,44.0,6.0,6.0,4.0,2.0,3.0,1.0,1.0,3221226578.0,219.0,27.0,4.0,0.0,71.0,0
2.0,21.0,57.0,1.0,326003020052.0,244.0,11.0,0.0,4.0,3.0,65.0,17.0,0.0,4.0,1.0,3.0,244.0,97.0,72.0,250.0,44.0,10.0,15.0,3.0,2.0,4.0,0.0,1.0,3221226578.0,208.0,27.0,3.0,1.0,71.0,0
7.0,23.0,57.0,1.0,327020325730.5,244.0,389.0,121.0,104.0,3.0,162.0,12.0,6.0,4.0,1.0,3.0,244.0,72.0,0.0,1.0,44.0,4.0,11.0,3.0,1.0,5.0,1.0,1.0,3221225490.0,85.0,17.0,2.0,1.0,71.0,0
3.0,24.0,0.0,1.0,327020325730.5,244.0,436.0,119.0,104.0,0.0,0.0,12.0,5.0,4.0,1.0,2.0,244.0,65.0,0.0,0.0,44.0,3.0,11.0,1.0,1.0,6.0,1.0,1.0,3221225490.0,85.0,17.0,5.0,1.0,71.0,0
7.0,24.0,11.0,1.0,327020325730.5,244.0,163.0,117.0,104.0,3.0,10.0,1.0,2.0,3.0,1.0,3.0,244.0,66.0,72.0,4.0,44.0,6.0,6.0,4.0,2.0,6.0,1.0,1.0,3221226578.0,219.0,27.0,4.0,0.0,71.0,0
7.0,25.0,1.0,1.0,327020325730.5,244.0,0.0,121.0,104.0,3.0,162.0,5.0,6.0,4.0,1.0,3.0,244.0,67.0,72.0,253.0,44.0,5.0,3.0,3.0,2.0,7.0,1.0,1.0,3221226578.0,0.0,27.0,7.0,1.0,71.0,0
2.0,25.0,57.0,1.0,326003021085.0,244.0,304.0,0.0,5.0,3.0,67.0,17.0,0.0,4.0,1.0,3.0,244.0,97.0,72.0,250.0,44.0,10.0,15.0,3.0,2.0,7.0,0.0,1.0,3221226578.0,208.0,27.0,3.0,1.0,71.0,0
7.0,26.0,57.0,1.0,327020325730.5,244.0,86.0,121.0,104.0,3.0,162.0,12.0,6.0,4.0,1.0,3.0,244.0,72.0,0.0,1.0,44.0,4.0,11.0,3.0,1.0,8.0,1.0,1.0,3221225490.0,85.0,17.0,2.0,1.0,71.0,0
3.0,27.0,0.0,1.0,327020325730.5,244.0,221.0,119.0,104.0,0.0,0.0,12.0,5.0,4.0,1.0,2.0,244.0,65.0,0.0,0.0,44.0,3.0,11.0,1.0,1.0,9.0,1.0,1.0,3221225490.0,85.0,17.0,5.0,1.0,71.0,0
17.0,28.0,57.0,1.0,327020325730.5,132.0,549.0,121.0,104.0,3.0,162.0,16.0,6.0,4.0,1.0,3.0,101.0,82.0,72.0,107.0,44.0,0.0,16.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,284.0,7.0,0.0,1.0,71.0,0
7.0,28.0,57.0,1.0,327020325730.5,244.0,549.0,121.0,104.0,3.0,162.0,9.0,6.0,4.0,1.0,3.0,244.0,83.0,72.0,253.0,44.0,1.0,8.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,77.0,7.0,7.0,1.0,65.0,0
3.0,0.0,57.0,0.0,327020325730.5,244.0,349.0,12.0,104.0,2.0,161.0,1.0,4.0,0.0,2.0,3.0,244.0,93.0,72.0,0.0,10.0,9.0,2.0,10.0,2.0,0.0,1.0,1.0,3221226578.0,4.0,37.0,6.0,1.0,71.0,0
7.0,16.0,5.0,1.0,327020325730.5,244.0,109.0,60.0,104.0,3.0,4.0,1.0,1.0,1.0,1.0,0.0,244.0,66.0,14.0,5.0,44.0,6.0,6.0,13.0,1.0,1.0,1.0,4.0,3221225934.0,219.0,27.0,4.0,0.0,71.0,0
2.0,17.0,57.0,1.0,326003027033.0,244.0,332.0,0.0,6.0,3.0,72.0,17.0,0.0,4.0,1.0,3.0,244.0,97.0,72.0,250.0,44.0,10.0,15.0,3.0,2.0,2.0,0.0,1.0,3221226578.0,208.0,27.0,3.0,1.0,71.0,0
7.0,17.0,57.0,1.0,327020325730.5,244.0,285.0,121.0,104.0,3.0,162.0,12.0,6.0,4.0,1.0,3.0,244.0,72.0,14.0,1.0,44.0,4.0,11.0,3.0,1.0,2.0,1.0,1.0,3221225934.0,99.0,17.0,2.0,1.0,71.0,0
3.0,19.0,0.0,1.0,327020325730.5,244.0,78.0,119.0,104.0,0.0,0.0,12.0,5.0,4.0,1.0,2.0,244.0,65.0,14.0,0.0,44.0,3.0,11.0,1.0,1.0,3.0,1.0,1.0,3221225934.0,99.0,17.0,5.0,1.0,71.0,0
7.0,21.0,7.0,1.0,327020325730.5,244.0,237.0,117.0,104.0,3.0,6.0,1.0,2.0,3.0,1.0,3.0,244.0,66.0,72.0,5.0,44.0,6.0,6.0,4.0,2.0,4.0,1.0,1.0,3221226578.0,219.0,27.0,4.0,0.0,71.0,0
2.0,23.0,57.0,1.0,326003021125.0,244.0,354.0,0.0,7.0,3.0,68.0,17.0,0.0,4.0,1.0,3.0,244.0,97.0,72.0,250.0,44.0,10.0,15.0,3.0,2.0,5.0,0.0,1.0,3221226578.0,208.0,27.0,3.0,1.0,71.0,0
7.0,23.0,57.0,1.0,327020325730.5,244.0,146.0,121.0,104.0,3.0,162.0,12.0,6.0,4.0,1.0,3.0,244.0,72.0,14.0,1.0,44.0,4.0,11.0,3.0,1.0,5.0,1.0,1.0,3221225934.0,99.0,17.0,2.0,1.0,71.0,0
4.0,24.0,57.0,1.0,327020325730.5,244.0,376.0,121.0,104.0,3.0,160.0,8.0,6.0,2.0,1.0,3.0,244.0,73.0,72.0,252.0,44.0,11.0,6.0,3.0,2.0,6.0,1.0,1.0,3221226578.0,234.0,27.0,1.0,0.0,71.0,0
3.0,24.0,0.0,1.0,327020325730.5,244.0,499.0,119.0,104.0,0.0,0.0,12.0,5.0,4.0,1.0,2.0,244.0,65.0,14.0,0.0,44.0,3.0,11.0,1.0,1.0,6.0,1.0,1.0,3221225934.0,99.0,17.0,5.0,1.0,71.0,0
7.0,25.0,8.0,1.0,327020325730.5,244.0,407.0,117.0,104.0,3.0,7.0,1.0,2.0,3.0,1.0,3.0,244.0,66.0,72.0,5.0,44.0,6.0,6.0,4.0,2.0,7.0,1.0,1.0,3221226578.0,219.0,27.0,4.0,0.0,71.0,0
2.0,26.0,57.0,1.0,326003020264.0,244.0,50.0,0.0,8.0,3.0,66.0,17.0,0.0,4.0,1.0,3.0,244.0,97.0,72.0,250.0,44.0,10.0,15.0,3.0,2.0,8.0,0.0,1.0,3221226578.0,208.0,27.0,3.0,1.0,71.0,0
7.0,26.0,57.0,1.0,327020325730.5,244.0,283.0,121.0,104.0,3.0,162.0,12.0,6.0,4.0,1.0,3.0,244.0,72.0,14.0,1.0,44.0,4.0,11.0,3.0,1.0,8.0,1.0,1.0,3221225934.0,99.0,17.0,2.0,1.0,71.0,0
3.0,27.0,0.0,1.0,327020325730.5,244.0,466.0,119.0,104.0,0.0,0.0,12.0,5.0,4.0,1.0,2.0,244.0,65.0,14.0,0.0,44.0,3.0,11.0,1.0,1.0,9.0,1.0,1.0,3221225934.0,99.0,17.0,5.0,1.0,71.0,0
17.0,28.0,57.0,1.0,327020325730.5,226.0,549.0,121.0,104.0,3.0,162.0,16.0,6.0,4.0,1.0,3.0,65.0,82.0,72.0,71.0,44.0,0.0,16.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,378.0,7.0,0.0,1.0,71.0,0
7.0,28.0,57.0,1.0,327020325730.5,244.0,549.0,121.0,104.0,3.0,162.0,9.0,6.0,4.0,1.0,3.0,244.0,83.0,72.0,253.0,44.0,1.0,8.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,76.0,7.0,7.0,1.0,64.0,0
3.0,0.0,57.0,0.0,327020325730.5,244.0,508.0,42.0,104.0,2.0,161.0,1.0,4.0,0.0,2.0,3.0,244.0,93.0,72.0,0.0,40.0,9.0,2.0,10.0,2.0,0.0,1.0,1.0,3221226578.0,4.0,37.0,6.0,1.0,71.0,0
7.0,16.0,12.0,1.0,327020325730.5,244.0,240.0,97.0,104.0,3.0,11.0,1.0,1.0,1.0,1.0,0.0,244.0,66.0,52.0,4.0,44.0,6.0,6.0,13.0,1.0,1.0,1.0,4.0,3221227167.0,219.0,27.0,4.0,0.0,71.0,0
2.0,17.0,57.0,1.0,326003027205.0,244.0,392.0,0.0,9.0,3.0,73.0,17.0,0.0,4.0,1.0,3.0,244.0,97.0,72.0,250.0,44.0,10.0,15.0,3.0,2.0,2.0,0.0,1.0,3221226578.0,208.0,27.0,3.0,1.0,71.0,0
7.0,17.0,57.0,1.0,327020325730.5,244.0,533.0,121.0,104.0,3.0,162.0,12.0,6.0,4.0,1.0,3.0,244.0,72.0,52.0,1.0,44.0,4.0,11.0,3.0,1.0,2.0,1.0,1.0,3221227167.0,137.0,17.0,2.0,1.0,71.0,0
3.0,19.0,0.0,1.0,327020325730.5,244.0,90.0,119.0,104.0,0.0,0.0,12.0,5.0,4.0,1.0,2.0,244.0,65.0,52.0,0.0,44.0,3.0,11.0,1.0,1.0,3.0,1.0,1.0,3221227167.0,137.0,17.0,5.0,1.0,71.0,0
17.0,28.0,57.0,1.0,327020325730.5,134.0,549.0,121.0,104.0,3.0,162.0,16.0,6.0,4.0,1.0,3.0,11.0,82.0,72.0,17.0,44.0,0.0,16.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,286.0,7.0,0.0,1.0,71.0,0
7.0,28.0,57.0,1.0,327020325730.5,244.0,549.0,121.0,104.0,3.0,162.0,9.0,6.0,4.0,1.0,3.0,244.0,83.0,72.0,253.0,44.0,1.0,8.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,57.0,7.0,7.0,1.0,45.0,0
3.0,0.0,57.0,0.0,327020325730.5,244.0,390.0,16.0,104.0,2.0,161.0,1.0,4.0,0.0,2.0,3.0,244.0,93.0,72.0,0.0,14.0,9.0,2.0,10.0,2.0,0.0,1.0,1.0,3221226578.0,4.0,37.0,6.0,1.0,71.0,0
7.0,16.0,9.0,1.0,327020325730.5,244.0,111.0,110.0,104.0,3.0,8.0,1.0,1.0,1.0,1.0,0.0,244.0,66.0,65.0,5.0,44.0,6.0,6.0,13.0,1.0,1.0,1.0,4.0,3221227412.0,219.0,27.0,4.0,0.0,71.0,0
2.0,17.0,57.0,1.0,326003029273.0,244.0,469.0,0.0,10.0,3.0,75.0,17.0,0.0,4.0,1.0,3.0,244.0,97.0,72.0,250.0,44.0,10.0,15.0,3.0,2.0,2.0,0.0,1.0,3221226578.0,208.0,27.0,3.0,1.0,71.0,0
7.0,17.0,57.0,1.0,327020325730.5,244.0,235.0,121.0,104.0,3.0,162.0,12.0,6.0,4.0,1.0,3.0,244.0,72.0,65.0,1.0,44.0,4.0,11.0,3.0,1.0,2.0,1.0,1.0,3221227412.0,149.0,17.0,2.0,1.0,71.0,0
3.0,19.0,0.0,1.0,327020325730.5,244.0,447.0,119.0,104.0,0.0,0.0,12.0,5.0,4.0,1.0,2.0,244.0,65.0,65.0,0.0,44.0,3.0,11.0,1.0,1.0,3.0,1.0,1.0,3221227412.0,149.0,17.0,5.0,1.0,71.0,0
17.0,28.0,57.0,1.0,327020325730.5,184.0,549.0,121.0,104.0,3.0,162.0,16.0,6.0,4.0,1.0,3.0,129.0,82.0,72.0,135.0,44.0,0.0,16.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,336.0,7.0,0.0,1.0,71.0,0
7.0,28.0,57.0,1.0,327020325730.5,244.0,549.0,121.0,104.0,3.0,162.0,9.0,6.0,4.0,1.0,3.0,244.0,83.0,72.0,253.0,44.0,1.0,8.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,68.0,7.0,7.0,1.0,56.0,0
3.0,0.0,57.0,0.0,327020325730.5,244.0,365.0,28.0,104.0,2.0,161.0,1.0,4.0,0.0,2.0,3.0,244.0,93.0,72.0,0.0,26.0,9.0,2.0,10.0,2.0,0.0,1.0,1.0,3221226578.0,4.0,37.0,6.0,1.0,71.0,0
7.0,16.0,13.0,1.0,327020325730.5,244.0,152.0,105.0,104.0,3.0,12.0,1.0,1.0,1.0,1.0,0.0,244.0,66.0,60.0,4.0,44.0,6.0,6.0,13.0,1.0,1.0,1.0,4.0,3221227322.0,219.0,27.0,4.0,0.0,71.0,0
2.0,17.0,57.0,1.0,326003022361.0,244.0,371.0,0.0,11.0,3.0,69.0,17.0,0.0,4.0,1.0,3.0,244.0,97.0,72.0,250.0,44.0,10.0,15.0,3.0,2.0,2.0,0.0,1.0,3221226578.0,208.0,27.0,3.0,1.0,71.0,0
7.0,17.0,57.0,1.0,327020325730.5,244.0,0.0,121.0,104.0,3.0,162.0,12.0,6.0,4.0,1.0,3.0,244.0,69.0,60.0,253.0,44.0,3.0,11.0,3.0,1.0,2.0,1.0,1.0,3221227322.0,144.0,17.0,7.0,1.0,71.0,0
3.0,19.0,0.0,1.0,327020325730.5,244.0,213.0,119.0,104.0,0.0,0.0,12.0,5.0,4.0,1.0,2.0,244.0,65.0,60.0,0.0,44.0,3.0,11.0,1.0,1.0,3.0,1.0,1.0,3221227322.0,144.0,17.0,5.0,1.0,71.0,0
7.0,19.0,13.0,1.0,327020325730.5,244.0,543.0,117.0,104.0,3.0,12.0,1.0,2.0,3.0,1.0,3.0,244.0,66.0,72.0,4.0,44.0,6.0,6.0,4.0,2.0,3.0,1.0,1.0,3221226578.0,219.0,27.0,4.0,0.0,71.0,0
2.0,21.0,57.0,1.0,326003024465.0,244.0,203.0,0.0,12.0,3.0,70.0,17.0,0.0,4.0,1.0,3.0,244.0,97.0,72.0,250.0,44.0,10.0,15.0,3.0,2.0,4.0,0.0,1.0,3221226578.0,208.0,27.0,3.0,1.0,71.0,0
7.0,23.0,57.0,1.0,327020325730.5,244.0,441.0,121.0,104.0,3.0,162.0,12.0,6.0,4.0,1.0,3.0,244.0,72.0,60.0,1.0,44.0,4.0,11.0,3.0,1.0,5.0,1.0,1.0,3221227322.0,144.0,17.0,2.0,1.0,71.0,0
3.0,24.0,0.0,1.0,327020325730.5,244.0,541.0,119.0,104.0,0.0,0.0,12.0,5.0,4.0,1.0,2.0,244.0,65.0,60.0,0.0,44.0,3.0,11.0,1.0,1.0,6.0,1.0,1.0,3221227322.0,144.0,17.0,5.0,1.0,71.0,0
7.0,24.0,13.0,1.0,327020325730.5,244.0,211.0,117.0,104.0,3.0,12.0,1.0,2.0,3.0,1.0,3.0,244.0,66.0,72.0,4.0,44.0,6.0,6.0,4.0,2.0,6.0,1.0,1.0,3221226578.0,219.0,27.0,4.0,0.0,71.0,0
2.0,25.0,57.0,1.0,326003027442.0,244.0,502.0,0.0,13.0,3.0,74.0,17.0,0.0,4.0,1.0,3.0,244.0,97.0,72.0,250.0,44.0,10.0,15.0,3.0,2.0,7.0,0.0,1.0,3221226578.0,208.0,27.0,3.0,1.0,71.0,0
7.0,26.0,57.0,1.0,327020325730.5,244.0,156.0,121.0,104.0,3.0,162.0,12.0,6.0,4.0,1.0,3.0,244.0,72.0,60.0,1.0,44.0,4.0,11.0,3.0,1.0,8.0,1.0,1.0,3221227322.0,144.0,17.0,2.0,1.0,71.0,0
3.0,27.0,0.0,1.0,327020325730.5,244.0,9.0,119.0,104.0,0.0,0.0,12.0,5.0,4.0,1.0,2.0,244.0,65.0,60.0,0.0,44.0,3.0,11.0,1.0,1.0,9.0,1.0,1.0,3221227322.0,144.0,17.0,5.0,1.0,71.0,0
17.0,28.0,57.0,1.0,327020325730.5,4.0,549.0,121.0,104.0,3.0,162.0,16.0,6.0,4.0,1.0,3.0,93.0,82.0,72.0,99.0,44.0,0.0,16.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,6.0,7.0,0.0,1.0,71.0,0
7.0,28.0,57.0,1.0,327020325730.5,244.0,549.0,121.0,104.0,3.0,162.0,9.0,6.0,4.0,1.0,3.0,244.0,83.0,72.0,253.0,44.0,1.0,8.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,41.0,7.0,7.0,1.0,29.0,0
3.0,0.0,57.0,0.0,327020325730.5,244.0,42.0,4.0,104.0,2.0,161.0,1.0,4.0,0.0,2.0,3.0,244.0,93.0,72.0,0.0,2.0,9.0,2.0,10.0,2.0,0.0,1.0,1.0,3221226578.0,4.0,37.0,6.0,1.0,71.0,0
7.0,16.0,10.0,1.0,327020325730.5,244.0,65.0,101.0,104.0,3.0,9.0,1.0,1.0,1.0,1.0,0.0,244.0,66.0,56.0,5.0,44.0,6.0,6.0,13.0,1.0,1.0,1.0,4.0,3221227220.0,219.0,27.0,4.0,0.0,71.0,0
2.0,17.0,57.0,1.0,326003024565.0,244.0,290.0,0.0,14.0,3.0,71.0,17.0,0.0,4.0,1.0,3.0,244.0,97.0,72.0,250.0,44.0,10.0,15.0,3.0,2.0,2.0,0.0,1.0,3221226578.0,208.0,27.0,3.0,1.0,71.0,0
7.0,17.0,57.0,1.0,327020325730.5,244.0,293.0,121.0,104.0,3.0,162.0,12.0,6.0,4.0,1.0,3.0,244.0,72.0,56.0,1.0,44.0,4.0,11.0,3.0,1.0,2.0,1.0,1.0,3221227220.0,141.0,17.0,2.0,1.0,71.0,0
3.0,19.0,0.0,1.0,327020325730.5,244.0,494.0,119.0,104.0,0.0,0.0,12.0,5.0,4.0,1.0,2.0,244.0,65.0,56.0,0.0,44.0,3.0,11.0,1.0,1.0,3.0,1.0,1.0,3221227220.0,141.0,17.0,5.0,1.0,71.0,0
17.0,28.0,57.0,1.0,327020325730.5,141.0,549.0,121.0,104.0,3.0,162.0,16.0,6.0,4.0,1.0,3.0,166.0,82.0,72.0,172.0,44.0,0.0,16.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,293.0,7.0,0.0,1.0,71.0,0
7.0,28.0,57.0,1.0,327020325730.5,244.0,549.0,121.0,104.0,3.0,162.0,9.0,6.0,4.0,1.0,3.0,244.0,83.0,72.0,253.0,44.0,1.0,8.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,20.0,7.0,7.0,1.0,9.0,0
3.0,0.0,57.0,0.0,327020325730.5,244.0,486.0,27.0,104.0,2.0,161.0,1.0,4.0,0.0,2.0,3.0,244.0,93.0,72.0,0.0,25.0,9.0,2.0,10.0,2.0,0.0,1.0,1.0,3221226578.0,4.0,37.0,6.0,1.0,71.0,0
7.0,16.0,14.0,1.0,327020325730.5,244.0,219.0,81.0,104.0,3.0,13.0,1.0,1.0,1.0,1.0,0.0,244.0,66.0,36.0,4.0,44.0,6.0,6.0,13.0,1.0,1.0,1.0,4.0,3221226619.0,219.0,27.0,4.0,0.0,71.0,0
2.0,17.0,57.0,1.0,326003122005.0,244.0,158.0,0.0,15.0,3.0,78.0,17.0,0.0,4.0,1.0,3.0,244.0,97.0,72.0,250.0,44.0,10.0,15.0,3.0,2.0,2.0,0.0,1.0,3221226578.0,208.0,27.0,3.0,1.0,71.0,0
7.0,17.0,57.0,1.0,327020325730.5,244.0,216.0,121.0,104.0,3.0,162.0,12.0,6.0,4.0,1.0,3.0,244.0,72.0,36.0,1.0,44.0,4.0,11.0,3.0,1.0,2.0,1.0,1.0,3221226619.0,121.0,17.0,2.0,1.0,71.0,0
4.0,19.0,57.0,1.0,327020325730.5,244.0,298.0,121.0,104.0,3.0,160.0,8.0,6.0,2.0,1.0,3.0,244.0,73.0,72.0,252.0,44.0,11.0,6.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,233.0,27.0,1.0,0.0,71.0,0
3.0,19.0,0.0,1.0,327020325730.5,244.0,398.0,119.0,104.0,0.0,0.0,12.0,5.0,4.0,1.0,2.0,244.0,65.0,36.0,0.0,44.0,3.0,11.0,1.0,1.0,3.0,1.0,1.0,3221226619.0,121.0,17.0,5.0,1.0,71.0,0
7.0,21.0,14.0,1.0,327020325730.5,244.0,84.0,117.0,104.0,3.0,13.0,1.0,2.0,3.0,1.0,3.0,244.0,66.0,72.0,4.0,44.0,6.0,6.0,4.0,2.0,4.0,1.0,1.0,3221226578.0,219.0,27.0,4.0,0.0,71.0,0
2.0,23.0,57.0,1.0,326003123125.0,244.0,372.0,0.0,16.0,3.0,79.0,17.0,0.0,4.0,1.0,3.0,244.0,97.0,72.0,250.0,44.0,10.0,15.0,3.0,2.0,5.0,0.0,1.0,3221226578.0,208.0,27.0,3.0,1.0,71.0,0
7.0,23.0,57.0,1.0,327020325730.5,244.0,411.0,121.0,104.0,3.0,162.0,12.0,6.0,4.0,1.0,3.0,244.0,72.0,36.0,1.0,44.0,4.0,11.0,3.0,1.0,5.0,1.0,1.0,3221226619.0,121.0,17.0,2.0,1.0,71.0,0
3.0,24.0,0.0,1.0,327020325730.5,244.0,415.0,119.0,104.0,0.0,0.0,12.0,5.0,4.0,1.0,2.0,244.0,65.0,36.0,0.0,44.0,3.0,11.0,1.0,1.0,6.0,1.0,1.0,3221226619.0,121.0,17.0,5.0,1.0,71.0,0
17.0,28.0,57.0,1.0,327020325730.5,35.0,549.0,121.0,104.0,3.0,162.0,16.0,6.0,4.0,1.0,3.0,197.0,82.0,72.0,203.0,44.0,0.0,16.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,183.0,7.0,0.0,1.0,71.0,0
7.0,28.0,57.0,1.0,327020325730.5,244.0,549.0,121.0,104.0,3.0,162.0,9.0,6.0,4.0,1.0,3.0,244.0,83.0,72.0,253.0,44.0,1.0,8.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,53.0,7.0,7.0,1.0,41.0,0
3.0,0.0,57.0,0.0,327020325730.5,244.0,397.0,32.0,104.0,2.0,161.0,1.0,4.0,0.0,2.0,3.0,244.0,93.0,72.0,0.0,30.0,9.0,2.0,10.0,2.0,0.0,1.0,1.0,3221226578.0,4.0,37.0,6.0,1.0,71.0,0
7.0,16.0,11.0,1.0,327020325730.5,244.0,157.0,62.0,104.0,3.0,10.0,1.0,1.0,1.0,1.0,0.0,244.0,66.0,16.0,5.0,44.0,6.0,6.0,13.0,1.0,1.0,1.0,4.0,3221226067.0,219.0,27.0,4.0,0.0,71.0,0
2.0,17.0,57.0,1.0,326003127383.0,244.0,265.0,0.0,17.0,3.0,81.0,17.0,0.0,4.0,1.0,3.0,244.0,97.0,72.0,250.0,44.0,10.0,15.0,3.0,2.0,2.0,0.0,1.0,3221226578.0,208.0,27.0,3.0,1.0,71.0,0
7.0,17.0,57.0,1.0,327020325730.5,244.0,465.0,121.0,104.0,3.0,162.0,12.0,6.0,4.0,1.0,3.0,244.0,72.0,16.0,1.0,44.0,4.0,11.0,3.0,1.0,2.0,1.0,1.0,3221226067.0,101.0,17.0,2.0,1.0,71.0,0
4.0,19.0,57.0,1.0,327020325730.5,244.0,342.0,121.0,104.0,3.0,160.0,8.0,6.0,2.0,1.0,3.0,244.0,73.0,72.0,252.0,44.0,11.0,6.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,234.0,27.0,1.0,0.0,71.0,0
3.0,19.0,0.0,1.0,327020325730.5,244.0,370.0,119.0,104.0,0.0,0.0,12.0,5.0,4.0,1.0,2.0,244.0,65.0,16.0,0.0,44.0,3.0,11.0,1.0,1.0,3.0,1.0,1.0,3221226067.0,101.0,17.0,5.0,1.0,71.0,0
7.0,21.0,12.0,1.0,327020325730.5,244.0,142.0,117.0,104.0,3.0,11.0,1.0,2.0,3.0,1.0,3.0,244.0,66.0,72.0,5.0,44.0,6.0,6.0,4.0,2.0,4.0,1.0,1.0,3221226578.0,219.0,27.0,4.0,0.0,71.0,0
2.0,23.0,57.0,1.0,326003120440.0,244.0,498.0,0.0,18.0,3.0,76.0,17.0,0.0,4.0,1.0,3.0,244.0,97.0,72.0,250.0,44.0,10.0,15.0,3.0,2.0,5.0,0.0,1.0,3221226578.0,208.0,27.0,3.0,1.0,71.0,0
7.0,23.0,57.0,1.0,327020325730.5,244.0,250.0,121.0,104.0,3.0,162.0,12.0,6.0,4.0,1.0,3.0,244.0,72.0,16.0,1.0,44.0,4.0,11.0,3.0,1.0,5.0,1.0,1.0,3221226067.0,101.0,17.0,2.0,1.0,71.0,0
3.0,24.0,0.0,1.0,327020325730.5,244.0,473.0,119.0,104.0,0.0,0.0,12.0,5.0,4.0,1.0,2.0,244.0,65.0,16.0,0.0,44.0,3.0,11.0,1.0,1.0,6.0,1.0,1.0,3221226067.0,101.0,17.0,5.0,1.0,71.0,0
7.0,25.0,13.0,1.0,327020325730.5,244.0,378.0,117.0,104.0,3.0,12.0,1.0,2.0,3.0,1.0,3.0,244.0,66.0,72.0,5.0,44.0,6.0,6.0,4.0,2.0,7.0,1.0,1.0,3221226578.0,219.0,27.0,4.0,0.0,71.0,0
2.0,26.0,57.0,1.0,326003120511.0,244.0,353.0,0.0,19.0,3.0,77.0,17.0,0.0,4.0,1.0,3.0,244.0,97.0,72.0,250.0,44.0,10.0,15.0,3.0,2.0,8.0,0.0,1.0,3221226578.0,208.0,27.0,3.0,1.0,71.0,0
7.0,26.0,57.0,1.0,327020325730.5,244.0,286.0,121.0,104.0,3.0,162.0,12.0,6.0,4.0,1.0,3.0,244.0,72.0,16.0,1.0,44.0,4.0,11.0,3.0,1.0,8.0,1.0,1.0,3221226067.0,101.0,17.0,2.0,1.0,71.0,0
3.0,27.0,0.0,1.0,327020325730.5,244.0,539.0,119.0,104.0,0.0,0.0,12.0,5.0,4.0,1.0,2.0,244.0,65.0,16.0,0.0,44.0,3.0,11.0,1.0,1.0,9.0,1.0,1.0,3221226067.0,101.0,17.0,5.0,1.0,71.0,0
17.0,28.0,57.0,1.0,327020325730.5,147.0,549.0,121.0,104.0,3.0,162.0,16.0,6.0,4.0,1.0,3.0,179.0,82.0,72.0,185.0,44.0,0.0,16.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,299.0,7.0,0.0,1.0,71.0,0
7.0,28.0,57.0,1.0,327020325730.5,244.0,549.0,121.0,104.0,3.0,162.0,9.0,6.0,4.0,1.0,3.0,244.0,83.0,72.0,253.0,44.0,1.0,8.0,3.0,2.0,3.0,1.0,1.0,3221226578.0,13.0,7.0,7.0,1.0,3.0,0
